"locator_domain","page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"lids.com","https://lids.com/store/lids-great-lakes-mall/sd-49223197+z-9331461-547475042","Lids Great Lakes Mall 5088","7850 Mentor Ave K12","Mentor","OH","44060","US","5088","440-974-9127","Lids","41.6572311","-81.3613228","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 9:00 AM-10:00 PM"
"lids.com","https://lids.com/store/macys-locker-room-by-lids-great-lakes-mall/sd-24346461+z-9595503-715996317","Macy's Locker Room by LIDS Great Lakes Mall 2185","7850 MENTOR AVENUE","Mentor","OH","44060","US","2185","<MISSING>","Macy's Locker Room by LIDS","41.657932","-81.361313","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/locker-room-by-lids-great-northern/sd-20687835+z-9414444-2977248464","Locker Room by LIDS Great Northern 8212","790 Great Northern Mall Blvd","NORTH OLMSTED","OH","44070","US","8212","440-716-8186","Locker Room by LIDS","41.415273","-81.905333","Sun: 12:00 PM-6:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-great-northern/sd-16464797+z-9403025-1438387383","Lids Great Northern 5238","577 Great Northern Mall 102","N. Olmsted","OH","44070","US","5238","440-779-4998","Lids","41.416812","-81.906414","Sun: 12:00 PM-6:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/macys-locker-room-by-lids-great-northern/sd-79345362+z-846704-746849653","Macy's Locker Room by LIDS Great Northern 2186","25801 BROOKPARK ROAD","North Olmsted","OH","44070","US","2186","<MISSING>","Macy's Locker Room by LIDS","41.416904","-81.907897","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-charleston-town-center/sd-49349300+z-844407-331416948","Lids Charleston Town Center 5140","2029 Charleston Town Cir","Charleston","WV","25389","US","5140","304-343-9932","Lids","38.43844","-81.763793","Sun: 12:30 PM-6:00 PM; Mon: 10:00 AM-8:00 PM; Tue: 10:00 AM-8:00 PM; Wed: 10:00 AM-8:00 PM; Thu: 10:00 AM-8:00 PM; Fri: 10:00 AM-8:00 PM; Sat: 10:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-mill-creek/sd-890104+z-8408058-253090799","Lids Mill Creek 114","654 Mill Creek Rd 525","Erie","PA","16565","US","114","814-868-1944","Lids","42.075049","-80.052119","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-10:00 PM"
"lids.com","https://lids.com/store/fanatics-by-lids-leesburg-corner/sd-20946827+z-9368485-894785827","Fanatics by Lids Leesburg Corner 8525","241 Fort Evans Rd SP1641","Leesburg","VA","20176","US","8525","571-457-6959","Lids","39.1055544","-77.5391308","Sun: 10:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/macys-locker-room-by-lids-richland-mall/sd-91057805+z-886477-2146384508","Macy's Locker Room by LIDS Richland Mall 2515","655 RICHLAND MALL","Mansfield","OH","44906","US","2515","<MISSING>","Macy's Locker Room by LIDS","40.770074","-82.594571","Sun: 11:00 AM-7:00 PM; Mon: 11:00 AM-7:00 PM; Tue: 11:00 AM-7:00 PM; Wed: 11:00 AM-7:00 PM; Thu: 11:00 AM-7:00 PM; Fri: 11:00 AM-7:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-dulles-town-center/sd-16752428+z-870718-1245605243","Lids Dulles Town Center 5826","21100 Dulles Town Circle C122A","Dulles","VA","20166","US","5826","703-433-2348","Lids","39.031866","-77.423461","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-eastland-mall/sd-16683216+z-848610-3209693434","Lids Eastland Mall 5295","4231 Eastland Food Ct SpD60","Columbus","OH","43232","US","5295","614-577-1176","Lids","39.9186193","-82.8838065","Sun: 12:00 PM-6:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/fanatics-by-lids-clarksburg-premium/sd-20492381+z-9693164-2101098797","Fanatics by Lids Clarksburg Premium 8513","22705 Clarksburg Rd SP726","Clarksburg","MD","20871","US","8513","202-309-4689","Lids","39.2267644","-77.288578","Sun: 10:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/macys-locker-room-by-lids-easton-town-center/sd-35015227+z-9284171-848111705","Macy's Locker Room by LIDS 2175","4141 EASTON LOOP EAST","Columbus","OH","43219","US","2175","<MISSING>","Macy's Locker Room by LIDS","40.052995","-82.912606","Sun: 11:00 AM-7:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 10:00 AM-8:00 PM"
"lids.com","https://lids.com/store/buckeye-corner-buckeye-corner-easton-town-center/sd-87348153+z-804068-23612702","Buckeye Corner 9138","210 Easton Town Center SPC206","Columbus","OH","43219","US","9138","614-416-2827","Buckeye Corner","40.0531415","-82.9151902","Sun: 10:00 AM-6:00 PM; Mon: 11:00 AM-9:00 PM; Tue: 11:00 AM-9:00 PM; Wed: 11:00 AM-9:00 PM; Thu: 11:00 AM-9:00 PM; Fri: 11:00 AM-9:00 PM; Sat: 11:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-easton-town-center/sd-38475235+z-9242675-4131418023","Lids Easton Town Center 5372","107 Easton Town Ctr Sp P104","Columbus","OH","43219","US","5372","614-476-4123","Lids","40.0415191","-82.9178838","Sun: 10:00 AM-6:00 PM; Mon: 11:00 AM-9:00 PM; Tue: 11:00 AM-9:00 PM; Wed: 11:00 AM-9:00 PM; Thu: 11:00 AM-9:00 PM; Fri: 11:00 AM-9:00 PM; Sat: 11:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-charlottesville-fashion-square/sd-4914+z-952850405-1294924788","Lids Charlottesville Fashion Square 53","1593 E Rio Rd 1219","Charlottesville","VA","22901","US","53","434-975-4904","Lids","38.08035","-78.472881","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/buckeye-corner-buckeye-corner-polaris-fashion-place/sd-10897101+z-9920640-1083357286","Buckeye Corner 9141","1550 Polaris Parkway Ste 305","COLUMBUS","OH","43240","US","9141","614-846-0360","Buckeye Corner","40.141529","-82.978183","Sun: 10:00 AM-9:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-manassas-mall/sd-49109748+z-9138578-3665816912","Lids Manassas Mall 5984","8300 Sudley Rd  Unit 81","Manassas","VA","20109-3499","US","5984","703-393-1183","Lids","38.773324","-77.505326","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-8:00 PM; Tue: 10:00 AM-8:00 PM; Wed: 10:00 AM-8:00 PM; Thu: 10:00 AM-8:00 PM; Fri: 10:00 AM-8:00 PM; Sat: 10:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-polaris-fashion-place/sd-456260+z-710984-1231820743","Lids Polaris Fashion Place 164","1500 Polaris Park SP2124","Columbus","OH","43240","US","164","614-430-8225","Lids","40.145239","-82.981441","Sun: 11:00 AM-8:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/locker-room-by-lids-polaris-fashion-place/sd-20117860+z-9650209-443068078","Locker Room by LIDS Polaris Fashion Place 8014","1500 Polaris Park SP1010","Columbus","OH","43240","US","8014","614-433-0607","Locker Room by LIDS","40.145239","-82.981441","Sun: 11:00 AM-8:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/macys-locker-room-by-lids-polaris-fashion-place/sd-13349684+z-9775279-802393625","Macy's Locker Room by LIDS 2176","1300 POLARIS PKWY","Columbus","OH","43240","US","2176","<MISSING>","Macy's Locker Room by LIDS","40.144272","-82.98395","Sun: 11:00 AM-7:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 10:00 AM-8:00 PM"
"lids.com","https://lids.com/store/buckeye-corner-buckeye-corner-fiesta-center/sd-32564798+z-9447725-924958945","Buckeye Corner Buckeye Corner Fiesta Center 9139","1315 West Lane Avenue Suite B","Columbus","OH","43221","US","9139","614-486-0702","Buckeye Corner","40.006341","-83.045625","Sun: 12:00 PM-5:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-fair-oaks/sd-27654513+z-9496906-4283016857","Lids Fair Oaks 5912","11925U FAIR OAKS","Fairfax","VA","22033","US","5912","703-273-6599","Lids","38.861339","-77.362022","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-capital-city/sd-126738+z-98111710-2217940803","Lids Capital City 115","3506 Capital City Mall Dr","Camp Hill","PA","17011","US","115","717-612-6642","Lids","40.2224268","-76.9323148","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-huntington/sd-9590+z-81879169-3798537298","Lids Huntington 61","500 Mall Dr SP605","Barboursville","WV","25504","US","61","304-733-5942","Lids","38.4227604","-82.2660849","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
